user_id,user_name,registration_date,user_segment
USR-000050,"Puti Vicky Prakasa, S.Kom",2025-03-02,Regular
USR-000051,"Kamaria Suryatmi, S.Farm",2025-10-19,Regular
USR-000052,R. Violet Putra,2024-01-02,Regular
USR-000053,"Dt. Kairav Tampubolon, M.Pd",2024-03-06,Regular
USR-000054,Drs. Ella Sinaga,2024-06-29,Regular
USR-000055,Icha Pertiwi,2026-04-17,Regular
USR-000056,"Drs. Shania Kuswoyo, S.E.I",2024-06-08,Regular
USR-000057,Enteng Yolanda,2025-01-18,Regular
USR-000058,"Zelaya Mustofa, S.H.",2023-11-03,VIP
USR-000059,"Janet Prayoga, S.Sos",2023-12-03,Regular
USR-000060,Koko Usamah,2025-05-19,Regular
USR-000061,"Heryanto Waluyo, M.M.",2024-06-10,Regular
USR-000062,"Putu Iswahyudi, S.Sos",2023-08-15,Regular
USR-000063,"Indah Uwais, M.M.",2025-06-28,Regular
USR-000064,Ratna Adriansyah,2025-05-17,Regular
USR-000065,"Michelle Usada, S.I.Kom",2023-09-11,Regular
USR-000066,"Dr. Hasta Pratama, S.Farm",2023-07-27,Regular
USR-000067,Hasna Sinaga,2024-03-14,Regular
USR-000068,Pia Permata,2024-07-03,Regular
USR-000069,Dr. Winda Siregar,2023-11-08,Regular
USR-000070,"Dt. Arsipatra Januar, M.M.",2026-03-15,Regular
USR-000071,Wisnu Manullang,2023-05-15,Regular
USR-000072,Ade Aryani,2025-03-05,VIP
USR-000073,"Diah Yulianti, S.Pd",2024-02-28,Regular
USR-000074,"Tgk. Cornelia Yolanda, S.I.Kom",2023-12-22,Regular
USR-000075,Hardana Widiastuti,2024-05-12,Regular
USR-000076,Aslijan Widodo,2026-01-22,Regular
USR-000077,Tari Pradipta,2025-12-16,Regular
USR-000078,"Bakijan Kuswoyo, S.Ked",2025-02-14,VIP
USR-000079,Citra Mustofa,2024-03-16,Regular
USR-000080,Karja Zulaika,2025-10-28,Regular
USR-000081,Adika Siregar,2025-03-11,Regular
USR-000082,"drg. Talia Mustofa, M.Kom.",2023-10-24,Regular
USR-000083,Harjo Irawan,2023-08-08,VIP
USR-000084,Galar Uwais,2023-09-26,Regular
USR-000085,Harjaya Mansur,2024-07-27,VIP
USR-000086,"Cakrabirawa Hidayat, M.TI.",2026-01-10,Regular
USR-000087,Lurhur Yulianti,2025-09-11,Regular
USR-000088,Kamaria Prabowo,2023-12-30,Regular
USR-000089,"Eka Zulkarnain, M.Ak",2025-12-20,Regular
USR-000090,Zelda Pratama,2026-03-21,VIP
USR-000091,Cahyono Maheswara,2023-09-01,VIP
USR-000092,"Kiandra Tampubolon, S.Farm",2025-10-21,Regular
USR-000093,"R.M. Dirja Saefullah, S.Pt",2024-08-20,Regular
USR-000094,Drs. Limar Sudiati,2024-05-09,Regular
USR-000095,"H. Akarsana Wahyuni, S.Pd",2024-07-05,Regular
USR-000096,Drs. Kacung Nainggolan,2024-03-04,Regular
USR-000097,Septi Habibi,2024-12-18,Regular
USR-000098,Kiandra Kusumo,2024-04-25,Regular
USR-000099,Suci Riyanti,2024-04-28,Regular
USR-000100,Dt. Gatra Simanjuntak,2023-08-08,Regular
USR-000101,Zelda Purnawati,2023-11-11,Regular
USR-000102,Puji Zulaika,2025-02-01,VIP
USR-000103,"drg. Xanana Hidayanto, S.Ked",2024-01-13,Regular
USR-000104,Aditya Saptono,2025-10-18,VIP
USR-000105,Virman Halim,2024-03-20,Regular
USR-000106,T. Lutfan Mardhiyah,2024-12-28,VIP
USR-000107,Tira Wacana,2025-01-24,Regular
USR-000108,"Kawaca Nasyiah, M.Ak",2023-08-26,Regular
USR-000109,Chelsea Saragih,2023-12-13,Regular
USR-000110,Sutan Respati Mangunsong,2023-08-20,Regular
USR-000111,Kania Rahmawati,2025-07-31,VIP
USR-000112,"Ir. Maman Yuniar, S.Pt",2025-12-30,Regular
USR-000113,"Maya Permadi, S.Gz",2024-08-13,Regular
USR-000114,Wahyu Fujiati,2024-05-03,Regular
USR-000115,Rahmi Sudiati,2023-10-17,Regular
USR-000116,Salwa Wahyuni,2023-07-14,Regular
USR-000117,Adinata Mandala,2024-01-17,Regular
USR-000118,Carub Mandasari,2026-04-13,Regular
USR-000119,Dr. Purwa Rajata,2024-10-09,Regular
USR-000120,Dian Santoso,2024-01-04,Regular
USR-000121,"Dt. Gandewa Aryani, S.T.",2023-10-20,Regular
USR-000122,Eluh Permata,2025-07-11,Regular
USR-000123,Jamal Hasanah,2025-12-19,VIP
USR-000124,Amelia Mandasari,2025-06-21,Regular
USR-000125,Gading Manullang,2025-09-16,VIP
USR-000126,"R. Tugiman Pertiwi, S.IP",2024-05-20,Regular
USR-000127,"Oni Adriansyah, S.Gz",2024-04-08,Regular
USR-000128,Arsipatra Halimah,2023-05-09,Regular
USR-000129,Eka Nugroho,2024-11-05,Regular
USR-000130,KH. Vino Yolanda,2023-06-13,Regular
USR-000131,Galur Prayoga,2025-01-30,Regular
USR-000132,"Jamalia Saputra, S.Pt",2025-01-25,Regular
USR-000133,Devi Mardhiyah,2025-09-23,Regular
USR-000134,Cemani Prasetyo,2026-02-28,Regular
USR-000135,Xanana Wacana,2025-06-29,VIP
USR-000136,Zelaya Suryono,2023-08-05,VIP
USR-000137,Clara Puspasari,2024-08-14,VIP
USR-000138,Gading Pangestu,2025-03-29,Regular
USR-000139,Tgk. Ulya Oktaviani,2024-07-15,VIP
USR-000140,Kartika Rahayu,2024-04-30,Regular
USR-000141,"KH. Daliman Palastri, S.H.",2025-05-25,VIP
USR-000142,Wardi Wasita,2023-12-09,Regular
USR-000143,Kemba Situmorang,2023-05-27,Regular
USR-000144,"Cut Juli Adriansyah, S.Sos",2026-01-01,Regular
USR-000145,Danang Nuraini,2024-08-09,Regular
USR-000146,Nurul Halim,2024-04-23,Regular
USR-000147,"Indah Iswahyudi, S.Gz",2023-11-27,Regular
USR-000148,"Drs. Laras Wahyudin, M.M.",2024-04-13,Regular
USR-000149,Puti Ophelia Mansur,2023-08-29,Regular
USR-000150,"drg. Citra Rahayu, M.Farm",2026-01-03,Regular
USR-000151,Salimah Mustofa,2023-07-25,Regular
USR-000152,Hana Sihotang,2024-04-21,VIP
USR-000153,"Yance Simbolon, S.Psi",2024-12-20,VIP
USR-000154,Gina Hutagalung,2025-03-23,Regular
USR-000155,Purwadi Padmasari,2024-02-28,Regular
USR-000156,Balamantri Marbun,2023-10-06,Regular
USR-000157,Iriana Wasita,2025-03-18,Regular
USR-000158,Tgk. Yoga Pranowo,2023-10-24,Regular
USR-000159,Malika Saptono,2025-03-22,Regular
USR-000160,Candrakanta Sihombing,2023-10-23,Regular
USR-000161,"Rahmi Gunarto, S.Kom",2026-04-18,Regular
USR-000162,Bakijan Prayoga,2024-09-10,Regular
USR-000163,Oliva Hardiansyah,2024-10-23,Regular
USR-000164,Hana Natsir,2026-03-06,Regular
USR-000165,Zulaikha Hartati,2023-06-07,VIP
USR-000166,"Pia Prayoga, S.IP",2025-08-30,Regular
USR-000167,Rangga Mandala,2025-04-06,VIP
USR-000168,Aswani Prasetya,2023-10-25,Regular
USR-000169,Ridwan Wacana,2023-11-09,Regular
USR-000170,"Lasmono Yuliarti, S.Pt",2024-11-18,Regular
USR-000171,Tgk. Yulia Hutagalung,2025-10-10,Regular
USR-000172,Dalimin Yuliarti,2023-05-23,Regular
USR-000173,"R.M. Bakiman Sitompul, S.IP",2025-03-08,VIP
USR-000174,Alika Narpati,2023-06-25,Regular
USR-000175,Yuni Widodo,2025-09-27,VIP
USR-000176,Harjaya Zulaika,2025-05-29,Regular
USR-000177,Garang Prabowo,2025-02-10,Regular
USR-000178,Indah Hassanah,2024-02-04,Regular
USR-000179,Luwes Safitri,2023-12-06,Regular
USR-000180,Marsudi Sihombing,2025-12-03,VIP
USR-000181,Pia Kuswandari,2025-06-03,Regular
USR-000182,Estiono Winarno,2023-07-23,VIP
USR-000183,Farah Yuniar,2023-11-19,Regular
USR-000184,Lasmono Palastri,2025-07-14,Regular
USR-000185,Violet Tamba,2023-05-20,Regular
USR-000186,KH. Jayeng Situmorang,2025-05-04,Regular
USR-000187,Tgk. Harsanto Saputra,2025-09-14,Regular
USR-000188,Galuh Riyanti,2024-01-24,Regular
USR-000189,Umar Setiawan,2024-03-25,Regular
USR-000190,"drg. Karta Tamba, M.Farm",2023-07-20,Regular
USR-000191,Baktianto Prayoga,2024-04-15,VIP
USR-000192,Emas Nasyidah,2026-02-03,Regular
USR-000193,"Sutan Kamal Wibisono, S.I.Kom",2023-07-15,Regular
USR-000194,Dasa Rahayu,2024-01-14,VIP
USR-000195,"H. Nalar Tamba, M.Farm",2024-08-26,VIP
USR-000196,"Tira Thamrin, M.Farm",2023-06-02,VIP
USR-000197,Kardi Nainggolan,2025-09-11,VIP
USR-000198,T. Cayadi Lestari,2025-05-23,Regular
USR-000199,Asman Pradipta,2023-06-17,VIP
USR-000200,Ajimat Novitasari,2025-11-09,Regular
USR-000201,Gamblang Susanti,2025-05-01,Regular
USR-000202,"R.M. Ganep Nugroho, S.Psi",2024-02-26,Regular
USR-000203,Cakrajiya Rahmawati,2023-07-21,VIP
USR-000204,Prayitna Kusumo,2026-04-18,Regular
USR-000205,"dr. Belinda Wahyudin, S.Sos",2025-07-15,Regular
USR-000206,Gandi Sihombing,2025-10-16,Regular
USR-000207,Candrakanta Fujiati,2024-09-02,Regular
USR-000208,Sadina Simanjuntak,2026-01-07,Regular
USR-000209,"Putri Susanti, S.I.Kom",2024-01-15,VIP
USR-000210,"Lanjar Natsir, S.Sos",2024-03-31,Regular
USR-000211,"Shakila Sihombing, S.E.I",2024-08-08,Regular
USR-000212,"Ade Pertiwi, S.Sos",2024-01-21,Regular
USR-000213,Cemplunk Suartini,2025-09-17,VIP
USR-000214,"Drs. Darman Uyainah, M.Farm",2024-08-26,VIP
USR-000215,Dinda Sitompul,2023-09-28,VIP
USR-000216,Ganjaran Simanjuntak,2023-08-18,Regular
USR-000217,"Timbul Irawan, S.Psi",2024-01-05,Regular
USR-000218,Eman Pranowo,2025-03-13,Regular
USR-000219,"Betania Tampubolon, S.T.",2024-05-11,VIP
USR-000220,"Ade Hardiansyah, S.Sos",2023-10-04,Regular
USR-000221,"Lili Marbun, S.Farm",2025-02-28,Regular
USR-000222,Kamaria Palastri,2025-05-24,Regular
USR-000223,Radit Kuswandari,2024-11-23,Regular
USR-000224,"Prabu Prasetyo, S.E.",2025-10-03,VIP
USR-000225,Raharja Firmansyah,2025-03-21,Regular
USR-000226,Galuh Rajata,2024-07-21,Regular
USR-000227,Gangsa Narpati,2023-09-29,Regular
USR-000228,Opan Hutagalung,2024-11-23,Regular
USR-000229,Gandi Riyanti,2025-08-16,Regular
USR-000230,Tiara Dabukke,2025-11-28,Regular
USR-000231,"Catur Sudiati, S.Farm",2025-02-18,Regular
USR-000232,Baktianto Sitompul,2023-12-20,Regular
USR-000233,Hasan Puspasari,2024-03-04,Regular
USR-000234,Salimah Suryono,2025-08-06,Regular
USR-000235,Bakti Hardiansyah,2024-07-24,VIP
USR-000236,Drs. Zaenab Lestari,2024-12-20,Regular
USR-000237,Gatra Adriansyah,2023-12-14,Regular
USR-000238,Emil Wijayanti,2025-02-12,VIP
USR-000239,Dr. Farah Kuswoyo,2025-12-16,Regular
USR-000240,Cawisono Uyainah,2023-05-29,Regular
USR-000241,Jasmani Latupono,2024-07-16,Regular
USR-000242,"dr. Jarwi Lestari, S.T.",2024-08-11,Regular
USR-000243,"Kenari Wibisono, S.E.",2023-09-08,Regular
USR-000244,Kartika Nashiruddin,2024-11-16,Regular
USR-000245,Eluh Farida,2025-03-12,Regular
USR-000246,Genta Santoso,2025-04-11,VIP
USR-000247,Cakrawangsa Widiastuti,2025-09-12,Regular
USR-000248,Mulyono Situmorang,2023-09-17,Regular
USR-000249,Usyi Rahmawati,2025-08-08,Regular
USR-000250,Dt. Saadat Wibisono,2024-04-07,Regular
USR-000251,Paulin Kusmawati,2025-07-09,Regular
USR-000252,Jaswadi Salahudin,2025-09-25,VIP
USR-000253,Zulaikha Firmansyah,2023-08-20,Regular
USR-000254,Drs. Wirda Pertiwi,2025-06-07,Regular
USR-000255,R. Devi Hassanah,2026-03-07,Regular
USR-000256,Danuja Nababan,2024-01-13,Regular
USR-000257,Indra Hutapea,2023-11-02,VIP
USR-000258,Farah Utami,2026-03-16,Regular
USR-000259,"Ir. Hana Simanjuntak, S.Pt",2023-12-05,VIP
USR-000260,Puti Widodo,2023-09-02,Regular
USR-000261,Zamira Saefullah,2025-08-24,Regular
USR-000262,Amalia Oktaviani,2025-07-05,Regular
USR-000263,KH. Hari Kusumo,2025-10-18,Regular
USR-000264,Cakrajiya Purnawati,2025-01-22,Regular
USR-000265,Puti Cici Pratiwi,2025-10-19,Regular
USR-000266,"T. Taswir Nasyiah, S.I.Kom",2023-09-23,Regular
USR-000267,Kiandra Yolanda,2025-01-17,Regular
USR-000268,Ir. Nabila Firgantoro,2025-05-13,Regular
USR-000269,Latika Megantara,2024-01-12,VIP
USR-000270,Hj. Talia Wacana,2025-12-05,VIP
USR-000271,Julia Prakasa,2023-06-19,Regular
USR-000272,"Nabila Santoso, S.I.Kom",2023-07-05,Regular
USR-000273,Yuliana Sihombing,2023-05-21,VIP
USR-000274,Zaenab Lestari,2024-08-15,Regular
USR-000275,"Baktiadi Pradana, S.E.I",2026-04-05,Regular
USR-000276,"Maimunah Sinaga, S.T.",2024-07-29,VIP
USR-000277,Hj. Clara Nainggolan,2025-01-26,Regular
USR-000278,Vino Wasita,2025-03-06,Regular
USR-000279,"Dr. Taswir Wahyudin, S.Gz",2025-05-11,Regular
USR-000280,"R.M. Atmaja Saragih, M.TI.",2025-06-28,Regular
USR-000281,Purwadi Novitasari,2025-01-05,Regular
USR-000282,Cawuk Nababan,2025-09-19,Regular
USR-000283,"Cut Hilda Firmansyah, M.M.",2024-02-25,Regular
USR-000284,Tiara Napitupulu,2023-07-07,Regular
USR-000285,Yuni Hariyah,2024-06-18,Regular
USR-000286,Siska Maheswara,2025-06-12,Regular
USR-000287,Dimas Wahyudin,2026-03-13,VIP
USR-000288,Dr. Elma Kusmawati,2025-05-18,Regular
USR-000289,Tgk. Gangsar Marpaung,2025-10-17,VIP
USR-000290,"Yance Iswahyudi, S.Pd",2024-05-25,Regular
USR-000291,Alika Marpaung,2023-06-01,Regular
USR-000292,"Sutan Sabri Prasetya, S.H.",2025-09-24,Regular
USR-000293,Embuh Yulianti,2026-03-07,Regular
USR-000294,Dt. Saka Zulaika,2025-01-15,Regular
USR-000295,Diah Yuliarti,2023-05-03,Regular
USR-000296,Cut Genta Ramadan,2024-01-14,Regular
USR-000297,"T. Narji Yuniar, S.T.",2025-11-20,VIP
USR-000298,Zulaikha Tampubolon,2025-02-06,Regular
USR-000299,Gasti Hastuti,2025-04-02,VIP
USR-000300,"Karma Oktaviani, S.Sos",2024-08-01,Regular
USR-000301,Adiarja Melani,2025-10-13,Regular
USR-000302,"dr. Putri Yuliarti, M.Ak",2026-02-11,VIP
USR-000303,Ifa Kurniawan,2025-11-21,Regular
USR-000304,Gandi Saefullah,2025-05-07,Regular
USR-000305,Zelda Saefullah,2026-01-09,Regular
USR-000306,"Narji Yulianti, S.Pd",2024-05-29,Regular
USR-000307,Kariman Permadi,2024-02-06,Regular
USR-000308,"KH. Rusman Rahimah, S.Sos",2023-07-17,Regular
USR-000309,Sabrina Mandala,2026-02-09,Regular
USR-000310,"Jamal Sihombing, S.T.",2023-05-29,Regular
USR-000311,Kayla Firgantoro,2025-01-29,Regular
USR-000312,"Queen Nainggolan, S.Psi",2025-10-11,Regular
USR-000313,"Kasusra Uyainah, M.Kom.",2024-03-30,Regular
USR-000314,Ophelia Salahudin,2026-02-26,VIP
USR-000315,"Hj. Puti Najmudin, S.Pd",2024-01-09,VIP
USR-000316,Dian Rajata,2023-09-18,Regular
USR-000317,"R.M. Warsita Zulaika, S.Psi",2025-09-04,Regular
USR-000318,Darman Thamrin,2026-01-30,VIP
USR-000319,"Ina Andriani, S.Psi",2024-03-31,Regular
USR-000320,Restu Sihombing,2024-11-17,VIP
USR-000321,"Puti Nadine Habibi, M.Farm",2025-04-09,Regular
USR-000322,Puti Nadine Nababan,2025-10-07,VIP
USR-000323,Taswir Zulaika,2025-06-05,Regular
USR-000324,T. Hendri Habibi,2024-12-02,VIP
USR-000325,Daliono Siregar,2023-12-10,Regular
USR-000326,Dr. Dinda Sihotang,2025-01-14,Regular
USR-000327,"R. Jinawi Sitorus, S.E.",2024-01-25,VIP
USR-000328,"Asmianto Ardianto, M.M.",2024-08-18,Regular
USR-000329,Prabawa Narpati,2024-06-17,VIP
USR-000330,"R.M. Jindra Irawan, S.E.I",2025-10-01,VIP
USR-000331,Siska Aryani,2025-11-29,Regular
USR-000332,Natalia Winarno,2025-01-05,VIP
USR-000333,Kasusra Pangestu,2023-04-27,VIP
USR-000334,Tri Sinaga,2024-11-19,Regular
USR-000335,Ajiman Wastuti,2025-07-22,Regular
USR-000336,"Oskar Prayoga, S.H.",2023-04-26,Regular
USR-000337,Ira Mustofa,2026-04-01,Regular
USR-000338,Olivia Rahmawati,2023-09-26,Regular
USR-000339,Atmaja Gunawan,2024-08-07,Regular
USR-000340,Mutia Nurdiyanti,2024-07-26,Regular
USR-000341,Tgk. Ibrahim Mansur,2025-11-01,Regular
USR-000342,Kani Nainggolan,2024-10-03,Regular
USR-000343,"dr. Ajiman Pradana, S.H.",2024-01-01,Regular
USR-000344,Oskar Damanik,2023-11-09,Regular
USR-000345,R.M. Bancar Utama,2025-10-22,VIP
USR-000346,"Dt. Harimurti Uyainah, S.T.",2026-01-24,VIP
USR-000347,Cut Rina Hardiansyah,2025-07-28,Regular
USR-000348,Martani Damanik,2026-02-11,Regular
USR-000349,"Calista Agustina, M.M.",2023-07-03,VIP
USR-000350,Kuncara Ramadan,2024-11-30,Regular
USR-000351,"Eva Putra, S.Ked",2025-04-25,VIP
USR-000352,Salimah Januar,2024-07-30,Regular
USR-000353,T. Luthfi Sudiati,2026-02-12,VIP
USR-000354,Hari Jailani,2026-04-12,Regular
USR-000355,"Raina Lazuardi, S.Pd",2025-06-22,Regular
USR-000356,"R. Jamal Napitupulu, M.Ak",2023-10-14,Regular
USR-000357,"T. Radika Nurdiyanti, S.Kom",2024-02-24,Regular
USR-000358,"Laila Sihombing, S.E.",2024-10-27,Regular
USR-000359,drg. Viktor Pranowo,2023-06-20,Regular
USR-000360,Julia Prakasa,2026-03-24,Regular
USR-000361,Mumpuni Irawan,2023-04-24,Regular
USR-000362,"Ir. Salsabila Lailasari, S.E.I",2023-10-08,VIP
USR-000363,"Dr. Bahuraksa Januar, S.T.",2023-09-06,Regular
USR-000364,Jaga Sihombing,2026-01-14,VIP
USR-000365,Alika Januar,2024-06-03,Regular
USR-000366,"Cut Zulaikha Siregar, S.I.Kom",2024-01-16,Regular
USR-000367,Maria Latupono,2026-03-06,Regular
USR-000368,"Cut Ajeng Mandala, S.E.",2023-09-14,Regular
USR-000369,Maida Oktaviani,2024-09-11,Regular
USR-000370,"Cornelia Wahyudin, S.Psi",2024-06-09,Regular
USR-000371,Himawan Wacana,2024-01-29,Regular
USR-000372,Zahra Winarno,2025-03-29,Regular
USR-000373,"Dr. Wirda Andriani, S.E.",2026-03-26,Regular
USR-000374,Mursinin Halim,2023-10-12,Regular
USR-000375,Hamzah Rahayu,2023-12-23,Regular
USR-000376,"Drs. Mustika Farida, S.E.",2025-05-08,Regular
USR-000377,Victoria Tamba,2025-11-24,VIP
USR-000378,Setya Mustofa,2025-11-24,Regular
USR-000379,Carla Zulkarnain,2025-05-09,Regular
USR-000380,Atma Rajata,2025-03-04,VIP
USR-000381,Amalia Wastuti,2026-01-31,Regular
USR-000382,"H. Koko Pratiwi, S.H.",2025-07-13,VIP
USR-000383,"dr. Padma Nurdiyanti, M.Ak",2026-02-23,Regular
USR-000384,Salimah Prayoga,2023-09-14,Regular
USR-000385,Salimah Wastuti,2025-05-07,Regular
USR-000386,Eka Puspita,2026-01-10,VIP
USR-000387,Adikara Yuniar,2025-11-27,Regular
USR-000388,drg. Simon Lailasari,2023-12-19,Regular
USR-000389,Pardi Lestari,2024-01-01,Regular
USR-000390,Gamblang Setiawan,2024-08-30,Regular
USR-000391,Sutan Kunthara Yuniar,2023-07-07,Regular
USR-000392,Yuliana Prakasa,2024-11-28,Regular
USR-000393,Maimunah Pertiwi,2023-08-20,Regular
USR-000394,Sabri Mandasari,2025-03-16,Regular
USR-000395,Devi Mandasari,2025-03-14,Regular
USR-000396,Baktiono Waskita,2026-01-28,Regular
USR-000397,Kalim Pudjiastuti,2025-01-19,Regular
USR-000398,"Puti Widya Suartini, M.Ak",2023-04-20,VIP
USR-000399,Oni Purwanti,2026-01-04,VIP
USR-000400,"Mumpuni Hasanah, S.Psi",2024-03-06,Regular
USR-000401,"Cut Yuliana Prasetyo, M.M.",2024-11-04,Regular
USR-000402,KH. Lukman Rahimah,2024-09-16,Regular
USR-000403,"Sakura Utama, M.M.",2025-04-23,Regular
USR-000404,Prabu Wahyuni,2023-10-14,Regular
USR-000405,Ganep Thamrin,2024-03-29,Regular
USR-000406,"T. Kuncara Nurdiyanti, S.I.Kom",2025-12-29,VIP
USR-000407,Arsipatra Marbun,2026-04-14,Regular
USR-000408,Rizki Wasita,2025-05-23,Regular
USR-000409,Rahmi Napitupulu,2023-10-03,Regular
USR-000410,Wadi Wijaya,2024-02-05,Regular
USR-000411,Yunita Nainggolan,2024-03-19,Regular
USR-000412,Praba Agustina,2024-09-25,VIP
USR-000413,"Raihan Wulandari, M.Farm",2023-07-01,Regular
USR-000414,"drg. Jagapati Wahyuni, M.Farm",2023-10-28,Regular
USR-000415,Yoga Mandasari,2025-06-11,Regular
USR-000416,H. Asirwada Puspasari,2023-04-26,Regular
USR-000417,"Ir. Novi Melani, S.E.",2025-02-20,Regular
USR-000418,R. Uchita Mahendra,2026-03-29,Regular
USR-000419,Sakura Rahimah,2023-09-27,VIP
USR-000420,Ophelia Winarno,2025-11-16,Regular
USR-000421,R.A. Ika Widodo,2025-01-29,VIP
USR-000422,Mila Mansur,2024-10-03,Regular
USR-000423,Rahmi Mulyani,2023-11-20,Regular
USR-000424,"Drs. Zelda Sihotang, M.Pd",2024-07-27,Regular
USR-000425,Daliono Pranowo,2025-12-27,Regular
USR-000426,"Icha Situmorang, S.E.I",2025-12-14,Regular
USR-000427,Jefri Namaga,2026-01-23,Regular
USR-000428,"Gaman Latupono, S.I.Kom",2026-04-02,VIP
USR-000429,Restu Pertiwi,2025-09-09,Regular
USR-000430,"Lidya Wulandari, M.Pd",2026-02-19,Regular
USR-000431,"drg. Yani Budiman, M.TI.",2024-07-07,Regular
USR-000432,Harjaya Maulana,2023-10-02,Regular
USR-000433,"Asman Pangestu, S.T.",2023-07-11,Regular
USR-000434,Sabrina Ramadan,2023-12-26,Regular
USR-000435,"Cut Shakila Sihombing, S.Kom",2023-12-03,Regular
USR-000436,Gatot Hartati,2025-08-07,Regular
USR-000437,Hj. Ulya Purwanti,2023-09-26,VIP
USR-000438,"Septi Purwanti, S.Sos",2024-04-02,VIP
USR-000439,KH. Raden Suwarno,2024-04-23,Regular
USR-000440,"Asirwada Wibowo, S.Sos",2026-03-31,Regular
USR-000441,"Ir. Galar Puspasari, S.Gz",2025-01-26,Regular
USR-000442,"Hafshah Pangestu, M.Ak",2023-05-10,Regular
USR-000443,"R.A. Siska Yuliarti, S.I.Kom",2025-03-08,Regular
USR-000444,H. Luhung Napitupulu,2025-10-20,Regular
USR-000445,Melinda Nugroho,2024-02-14,Regular
USR-000446,Cengkir Natsir,2026-03-15,Regular
USR-000447,Harja Gunarto,2025-06-26,Regular
USR-000448,Puti Saptono,2025-02-13,Regular
USR-000449,Lanang Rajasa,2023-11-08,Regular
USR-000450,Nadia Mangunsong,2023-04-28,Regular
USR-000451,Wisnu Sinaga,2023-06-21,Regular
USR-000452,Prayitna Utami,2025-11-02,VIP
USR-000453,"Hj. Ilsa Lestari, M.Farm",2025-12-01,VIP
USR-000454,Belinda Simanjuntak,2025-08-21,Regular
USR-000455,Yahya Nashiruddin,2025-07-14,Regular
USR-000456,Panji Mayasari,2025-07-06,Regular
USR-000457,Puji Nasyiah,2023-12-23,Regular
USR-000458,Gantar Prasetya,2025-01-05,VIP
USR-000459,"Gamblang Sitompul, S.I.Kom",2024-03-16,Regular
USR-000460,Wasis Safitri,2024-07-19,VIP
USR-000461,Putri Yulianti,2025-07-22,VIP
USR-000462,Mulyono Situmorang,2023-05-03,Regular
USR-000463,Utama Yuniar,2025-03-12,Regular
USR-000464,R.A. Azalea Zulaika,2025-11-28,Regular
USR-000465,Wulan Latupono,2024-08-30,Regular
USR-000466,Puput Suryono,2024-12-09,Regular
USR-000467,KH. Hardi Mulyani,2023-05-28,Regular
USR-000468,Nova Gunawan,2025-06-18,Regular
